,date,month,year,instruments,volume,Segment,AssetClass,Duration
103,2023-08-01,8,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,104,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
115,2023-08-01,8,2023,Other Domestic Bonds_Banks,61.0785,CORP,Other Domestic Bonds,Banks
127,2023-08-01,8,2023,Other Domestic Bonds_Institutional Clients,594.05979,CORP,Other Domestic Bonds,Institutional Clients
91,2023-08-01,8,2023,Other Domestic Bonds_Investment Dealers,92.7685,CORP,Other Domestic Bonds,Investment Dealers
163,2023-08-01,8,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
151,2023-08-01,8,2023,Other Domestic Bonds_Non-Residents,148.266,CORP,Other Domestic Bonds,Non-Residents
139,2023-08-01,8,2023,Other Domestic Bonds_Retail Clients,20.478859,CORP,Other Domestic Bonds,Retail Clients
20,2023-09-01,9,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2805.2025,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
32,2023-09-01,9,2023,Corporate Bonds_Banks,1329.257203,CORP,Corporate Bonds,Banks
44,2023-09-01,9,2023,Corporate Bonds_Institutional Clients,41327.104672,CORP,Corporate Bonds,Institutional Clients
8,2023-09-01,9,2023,Corporate Bonds_Investment Dealers,4045.933355,CORP,Corporate Bonds,Investment Dealers
80,2023-09-01,9,2023,Corporate Bonds_Issuer,107.020068,CORP,Corporate Bonds,Issuer
68,2023-09-01,9,2023,Corporate Bonds_Non-Residents,10146.184714,CORP,Corporate Bonds,Non-Residents
56,2023-09-01,9,2023,Corporate Bonds_Retail Clients,4667.789773,CORP,Corporate Bonds,Retail Clients
104,2023-09-01,9,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,237,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
116,2023-09-01,9,2023,Other Domestic Bonds_Banks,264.40575,CORP,Other Domestic Bonds,Banks
128,2023-09-01,9,2023,Other Domestic Bonds_Institutional Clients,434.513124,CORP,Other Domestic Bonds,Institutional Clients
92,2023-09-01,9,2023,Other Domestic Bonds_Investment Dealers,120.0015,CORP,Other Domestic Bonds,Investment Dealers
164,2023-09-01,9,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
152,2023-09-01,9,2023,Other Domestic Bonds_Non-Residents,918.983,CORP,Other Domestic Bonds,Non-Residents
140,2023-09-01,9,2023,Other Domestic Bonds_Retail Clients,12.162088,CORP,Other Domestic Bonds,Retail Clients
21,2023-10-01,10,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2466.4625,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
33,2023-10-01,10,2023,Corporate Bonds_Banks,1359.783964,CORP,Corporate Bonds,Banks
45,2023-10-01,10,2023,Corporate Bonds_Institutional Clients,34302.89227,CORP,Corporate Bonds,Institutional Clients
9,2023-10-01,10,2023,Corporate Bonds_Investment Dealers,3662.630405,CORP,Corporate Bonds,Investment Dealers
81,2023-10-01,10,2023,Corporate Bonds_Issuer,93.907937,CORP,Corporate Bonds,Issuer
69,2023-10-01,10,2023,Corporate Bonds_Non-Residents,6777.675189,CORP,Corporate Bonds,Non-Residents
57,2023-10-01,10,2023,Corporate Bonds_Retail Clients,4630.408594,CORP,Corporate Bonds,Retail Clients
105,2023-10-01,10,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,668,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
117,2023-10-01,10,2023,Other Domestic Bonds_Banks,4.571,CORP,Other Domestic Bonds,Banks
129,2023-10-01,10,2023,Other Domestic Bonds_Institutional Clients,727.749056,CORP,Other Domestic Bonds,Institutional Clients
93,2023-10-01,10,2023,Other Domestic Bonds_Investment Dealers,17.983512,CORP,Other Domestic Bonds,Investment Dealers
165,2023-10-01,10,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
153,2023-10-01,10,2023,Other Domestic Bonds_Non-Residents,205.717,CORP,Other Domestic Bonds,Non-Residents
141,2023-10-01,10,2023,Other Domestic Bonds_Retail Clients,27.003613,CORP,Other Domestic Bonds,Retail Clients
22,2023-11-01,11,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2296.0055,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
34,2023-11-01,11,2023,Corporate Bonds_Banks,1944.701409,CORP,Corporate Bonds,Banks
46,2023-11-01,11,2023,Corporate Bonds_Institutional Clients,44840.742008,CORP,Corporate Bonds,Institutional Clients
10,2023-11-01,11,2023,Corporate Bonds_Investment Dealers,3784.376354,CORP,Corporate Bonds,Investment Dealers
82,2023-11-01,11,2023,Corporate Bonds_Issuer,31.689649,CORP,Corporate Bonds,Issuer
70,2023-11-01,11,2023,Corporate Bonds_Non-Residents,7914.026314,CORP,Corporate Bonds,Non-Residents
58,2023-11-01,11,2023,Corporate Bonds_Retail Clients,4600.980585,CORP,Corporate Bonds,Retail Clients
106,2023-11-01,11,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,164,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
118,2023-11-01,11,2023,Other Domestic Bonds_Banks,87.515432,CORP,Other Domestic Bonds,Banks
130,2023-11-01,11,2023,Other Domestic Bonds_Institutional Clients,383.708,CORP,Other Domestic Bonds,Institutional Clients
94,2023-11-01,11,2023,Other Domestic Bonds_Investment Dealers,122.546862,CORP,Other Domestic Bonds,Investment Dealers
166,2023-11-01,11,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
154,2023-11-01,11,2023,Other Domestic Bonds_Non-Residents,254.918,CORP,Other Domestic Bonds,Non-Residents
142,2023-11-01,11,2023,Other Domestic Bonds_Retail Clients,17.676884,CORP,Other Domestic Bonds,Retail Clients
23,2023-12-01,12,2023,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1600.0495,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
35,2023-12-01,12,2023,Corporate Bonds_Banks,1135.557564,CORP,Corporate Bonds,Banks
47,2023-12-01,12,2023,Corporate Bonds_Institutional Clients,31030.065291,CORP,Corporate Bonds,Institutional Clients
11,2023-12-01,12,2023,Corporate Bonds_Investment Dealers,3028.038086,CORP,Corporate Bonds,Investment Dealers
83,2023-12-01,12,2023,Corporate Bonds_Issuer,29.534074,CORP,Corporate Bonds,Issuer
71,2023-12-01,12,2023,Corporate Bonds_Non-Residents,6240.555003,CORP,Corporate Bonds,Non-Residents
59,2023-12-01,12,2023,Corporate Bonds_Retail Clients,4158.012583,CORP,Corporate Bonds,Retail Clients
107,2023-12-01,12,2023,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,400.868,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
119,2023-12-01,12,2023,Other Domestic Bonds_Banks,25.2258,CORP,Other Domestic Bonds,Banks
131,2023-12-01,12,2023,Other Domestic Bonds_Institutional Clients,531.800276,CORP,Other Domestic Bonds,Institutional Clients
95,2023-12-01,12,2023,Other Domestic Bonds_Investment Dealers,50.0185,CORP,Other Domestic Bonds,Investment Dealers
167,2023-12-01,12,2023,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
155,2023-12-01,12,2023,Other Domestic Bonds_Non-Residents,128.606,CORP,Other Domestic Bonds,Non-Residents
143,2023-12-01,12,2023,Other Domestic Bonds_Retail Clients,10.239721,CORP,Other Domestic Bonds,Retail Clients
12,2024-01-01,1,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,3741.546,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
24,2024-01-01,1,2024,Corporate Bonds_Banks,1600.353663,CORP,Corporate Bonds,Banks
36,2024-01-01,1,2024,Corporate Bonds_Institutional Clients,41728.05112,CORP,Corporate Bonds,Institutional Clients
0,2024-01-01,1,2024,Corporate Bonds_Investment Dealers,4809.686176,CORP,Corporate Bonds,Investment Dealers
72,2024-01-01,1,2024,Corporate Bonds_Issuer,122.502175,CORP,Corporate Bonds,Issuer
60,2024-01-01,1,2024,Corporate Bonds_Non-Residents,9954.549303,CORP,Corporate Bonds,Non-Residents
48,2024-01-01,1,2024,Corporate Bonds_Retail Clients,3831.093669,CORP,Corporate Bonds,Retail Clients
96,2024-01-01,1,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,292,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
108,2024-01-01,1,2024,Other Domestic Bonds_Banks,22.815,CORP,Other Domestic Bonds,Banks
120,2024-01-01,1,2024,Other Domestic Bonds_Institutional Clients,547.759309,CORP,Other Domestic Bonds,Institutional Clients
84,2024-01-01,1,2024,Other Domestic Bonds_Investment Dealers,38.258,CORP,Other Domestic Bonds,Investment Dealers
156,2024-01-01,1,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
144,2024-01-01,1,2024,Other Domestic Bonds_Non-Residents,216.7075,CORP,Other Domestic Bonds,Non-Residents
132,2024-01-01,1,2024,Other Domestic Bonds_Retail Clients,2.919788,CORP,Other Domestic Bonds,Retail Clients
13,2024-02-01,2,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2492.898,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
25,2024-02-01,2,2024,Corporate Bonds_Banks,1499.483987,CORP,Corporate Bonds,Banks
37,2024-02-01,2,2024,Corporate Bonds_Institutional Clients,42584.873264,CORP,Corporate Bonds,Institutional Clients
1,2024-02-01,2,2024,Corporate Bonds_Investment Dealers,4721.240048,CORP,Corporate Bonds,Investment Dealers
73,2024-02-01,2,2024,Corporate Bonds_Issuer,39.585855,CORP,Corporate Bonds,Issuer
61,2024-02-01,2,2024,Corporate Bonds_Non-Residents,7069.930856,CORP,Corporate Bonds,Non-Residents
49,2024-02-01,2,2024,Corporate Bonds_Retail Clients,3698.305501,CORP,Corporate Bonds,Retail Clients
97,2024-02-01,2,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,634,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
109,2024-02-01,2,2024,Other Domestic Bonds_Banks,16.8,CORP,Other Domestic Bonds,Banks
121,2024-02-01,2,2024,Other Domestic Bonds_Institutional Clients,747.662282,CORP,Other Domestic Bonds,Institutional Clients
85,2024-02-01,2,2024,Other Domestic Bonds_Investment Dealers,144.527,CORP,Other Domestic Bonds,Investment Dealers
157,2024-02-01,2,2024,Other Domestic Bonds_Issuer,0.632253,CORP,Other Domestic Bonds,Issuer
145,2024-02-01,2,2024,Other Domestic Bonds_Non-Residents,222.2595,CORP,Other Domestic Bonds,Non-Residents
133,2024-02-01,2,2024,Other Domestic Bonds_Retail Clients,5.298816,CORP,Other Domestic Bonds,Retail Clients
14,2024-03-01,3,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2686.7575,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
26,2024-03-01,3,2024,Corporate Bonds_Banks,1568.406286,CORP,Corporate Bonds,Banks
38,2024-03-01,3,2024,Corporate Bonds_Institutional Clients,38872.027157,CORP,Corporate Bonds,Institutional Clients
2,2024-03-01,3,2024,Corporate Bonds_Investment Dealers,4109.697182,CORP,Corporate Bonds,Investment Dealers
74,2024-03-01,3,2024,Corporate Bonds_Issuer,60.518156,CORP,Corporate Bonds,Issuer
62,2024-03-01,3,2024,Corporate Bonds_Non-Residents,8453.097621,CORP,Corporate Bonds,Non-Residents
50,2024-03-01,3,2024,Corporate Bonds_Retail Clients,3703.892967,CORP,Corporate Bonds,Retail Clients
98,2024-03-01,3,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,324,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
110,2024-03-01,3,2024,Other Domestic Bonds_Banks,45.9915,CORP,Other Domestic Bonds,Banks
122,2024-03-01,3,2024,Other Domestic Bonds_Institutional Clients,484.082714,CORP,Other Domestic Bonds,Institutional Clients
86,2024-03-01,3,2024,Other Domestic Bonds_Investment Dealers,141.0335,CORP,Other Domestic Bonds,Investment Dealers
158,2024-03-01,3,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
146,2024-03-01,3,2024,Other Domestic Bonds_Non-Residents,170.131,CORP,Other Domestic Bonds,Non-Residents
134,2024-03-01,3,2024,Other Domestic Bonds_Retail Clients,10.255834,CORP,Other Domestic Bonds,Retail Clients
15,2024-04-01,4,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2436.3075,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
27,2024-04-01,4,2024,Corporate Bonds_Banks,1314.667408,CORP,Corporate Bonds,Banks
39,2024-04-01,4,2024,Corporate Bonds_Institutional Clients,43520.419716,CORP,Corporate Bonds,Institutional Clients
3,2024-04-01,4,2024,Corporate Bonds_Investment Dealers,3789.404123,CORP,Corporate Bonds,Investment Dealers
75,2024-04-01,4,2024,Corporate Bonds_Issuer,48.137034,CORP,Corporate Bonds,Issuer
63,2024-04-01,4,2024,Corporate Bonds_Non-Residents,11586.033154,CORP,Corporate Bonds,Non-Residents
51,2024-04-01,4,2024,Corporate Bonds_Retail Clients,4088.418739,CORP,Corporate Bonds,Retail Clients
99,2024-04-01,4,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,384,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
111,2024-04-01,4,2024,Other Domestic Bonds_Banks,13.4435,CORP,Other Domestic Bonds,Banks
123,2024-04-01,4,2024,Other Domestic Bonds_Institutional Clients,465.734004,CORP,Other Domestic Bonds,Institutional Clients
87,2024-04-01,4,2024,Other Domestic Bonds_Investment Dealers,83.416,CORP,Other Domestic Bonds,Investment Dealers
159,2024-04-01,4,2024,Other Domestic Bonds_Issuer,6.572,CORP,Other Domestic Bonds,Issuer
147,2024-04-01,4,2024,Other Domestic Bonds_Non-Residents,337.145,CORP,Other Domestic Bonds,Non-Residents
135,2024-04-01,4,2024,Other Domestic Bonds_Retail Clients,8.902298,CORP,Other Domestic Bonds,Retail Clients
16,2024-05-01,5,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2220.8945,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
28,2024-05-01,5,2024,Corporate Bonds_Banks,851.024257,CORP,Corporate Bonds,Banks
40,2024-05-01,5,2024,Corporate Bonds_Institutional Clients,41958.052561,CORP,Corporate Bonds,Institutional Clients
4,2024-05-01,5,2024,Corporate Bonds_Investment Dealers,2882.78616,CORP,Corporate Bonds,Investment Dealers
76,2024-05-01,5,2024,Corporate Bonds_Issuer,8.780207,CORP,Corporate Bonds,Issuer
64,2024-05-01,5,2024,Corporate Bonds_Non-Residents,9721.349929,CORP,Corporate Bonds,Non-Residents
52,2024-05-01,5,2024,Corporate Bonds_Retail Clients,3856.630717,CORP,Corporate Bonds,Retail Clients
100,2024-05-01,5,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,100,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
112,2024-05-01,5,2024,Other Domestic Bonds_Banks,25.425,CORP,Other Domestic Bonds,Banks
124,2024-05-01,5,2024,Other Domestic Bonds_Institutional Clients,589.061076,CORP,Other Domestic Bonds,Institutional Clients
88,2024-05-01,5,2024,Other Domestic Bonds_Investment Dealers,8.082,CORP,Other Domestic Bonds,Investment Dealers
160,2024-05-01,5,2024,Other Domestic Bonds_Issuer,4.236,CORP,Other Domestic Bonds,Issuer
148,2024-05-01,5,2024,Other Domestic Bonds_Non-Residents,84.603,CORP,Other Domestic Bonds,Non-Residents
136,2024-05-01,5,2024,Other Domestic Bonds_Retail Clients,6.209058,CORP,Other Domestic Bonds,Retail Clients
17,2024-06-01,6,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1833.0035,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
29,2024-06-01,6,2024,Corporate Bonds_Banks,1080.805839,CORP,Corporate Bonds,Banks
41,2024-06-01,6,2024,Corporate Bonds_Institutional Clients,51140.694574,CORP,Corporate Bonds,Institutional Clients
5,2024-06-01,6,2024,Corporate Bonds_Investment Dealers,3719.497112,CORP,Corporate Bonds,Investment Dealers
77,2024-06-01,6,2024,Corporate Bonds_Issuer,25.441254,CORP,Corporate Bonds,Issuer
65,2024-06-01,6,2024,Corporate Bonds_Non-Residents,13306.179947,CORP,Corporate Bonds,Non-Residents
53,2024-06-01,6,2024,Corporate Bonds_Retail Clients,8518.332359,CORP,Corporate Bonds,Retail Clients
101,2024-06-01,6,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,272,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
113,2024-06-01,6,2024,Other Domestic Bonds_Banks,11.4135,CORP,Other Domestic Bonds,Banks
125,2024-06-01,6,2024,Other Domestic Bonds_Institutional Clients,439.293218,CORP,Other Domestic Bonds,Institutional Clients
89,2024-06-01,6,2024,Other Domestic Bonds_Investment Dealers,50.074,CORP,Other Domestic Bonds,Investment Dealers
161,2024-06-01,6,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
149,2024-06-01,6,2024,Other Domestic Bonds_Non-Residents,292.0365,CORP,Other Domestic Bonds,Non-Residents
137,2024-06-01,6,2024,Other Domestic Bonds_Retail Clients,7.7367,CORP,Other Domestic Bonds,Retail Clients
18,2024-07-01,7,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2262.147,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
30,2024-07-01,7,2024,Corporate Bonds_Banks,1368.811301,CORP,Corporate Bonds,Banks
42,2024-07-01,7,2024,Corporate Bonds_Institutional Clients,39572.736634,CORP,Corporate Bonds,Institutional Clients
6,2024-07-01,7,2024,Corporate Bonds_Investment Dealers,3868.735931,CORP,Corporate Bonds,Investment Dealers
78,2024-07-01,7,2024,Corporate Bonds_Issuer,24.688149,CORP,Corporate Bonds,Issuer
66,2024-07-01,7,2024,Corporate Bonds_Non-Residents,11046.325941,CORP,Corporate Bonds,Non-Residents
54,2024-07-01,7,2024,Corporate Bonds_Retail Clients,4025.259106,CORP,Corporate Bonds,Retail Clients
102,2024-07-01,7,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,71.53,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
114,2024-07-01,7,2024,Other Domestic Bonds_Banks,28.118894,CORP,Other Domestic Bonds,Banks
126,2024-07-01,7,2024,Other Domestic Bonds_Institutional Clients,572.279768,CORP,Other Domestic Bonds,Institutional Clients
90,2024-07-01,7,2024,Other Domestic Bonds_Investment Dealers,45.8255,CORP,Other Domestic Bonds,Investment Dealers
162,2024-07-01,7,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
150,2024-07-01,7,2024,Other Domestic Bonds_Non-Residents,209.687,CORP,Other Domestic Bonds,Non-Residents
138,2024-07-01,7,2024,Other Domestic Bonds_Retail Clients,12.746,CORP,Other Domestic Bonds,Retail Clients
19,2024-08-01,8,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1628.9495,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
31,2024-08-01,8,2024,Corporate Bonds_Banks,1562.005655,CORP,Corporate Bonds,Banks
43,2024-08-01,8,2024,Corporate Bonds_Institutional Clients,41896.466666,CORP,Corporate Bonds,Institutional Clients
7,2024-08-01,8,2024,Corporate Bonds_Investment Dealers,2409.834108,CORP,Corporate Bonds,Investment Dealers
79,2024-08-01,8,2024,Corporate Bonds_Issuer,20.031375,CORP,Corporate Bonds,Issuer
67,2024-08-01,8,2024,Corporate Bonds_Non-Residents,9093.787966,CORP,Corporate Bonds,Non-Residents
55,2024-08-01,8,2024,Corporate Bonds_Retail Clients,3484.652855,CORP,Corporate Bonds,Retail Clients
103,2024-08-01,8,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,45,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
115,2024-08-01,8,2024,Other Domestic Bonds_Banks,2.369,CORP,Other Domestic Bonds,Banks
127,2024-08-01,8,2024,Other Domestic Bonds_Institutional Clients,381.802783,CORP,Other Domestic Bonds,Institutional Clients
91,2024-08-01,8,2024,Other Domestic Bonds_Investment Dealers,18.439,CORP,Other Domestic Bonds,Investment Dealers
163,2024-08-01,8,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
151,2024-08-01,8,2024,Other Domestic Bonds_Non-Residents,288.5335,CORP,Other Domestic Bonds,Non-Residents
139,2024-08-01,8,2024,Other Domestic Bonds_Retail Clients,16.651284,CORP,Other Domestic Bonds,Retail Clients
20,2024-09-01,9,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2741.381,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
32,2024-09-01,9,2024,Corporate Bonds_Banks,988.26963,CORP,Corporate Bonds,Banks
44,2024-09-01,9,2024,Corporate Bonds_Institutional Clients,39645.516451,CORP,Corporate Bonds,Institutional Clients
8,2024-09-01,9,2024,Corporate Bonds_Investment Dealers,2803.224738,CORP,Corporate Bonds,Investment Dealers
80,2024-09-01,9,2024,Corporate Bonds_Issuer,20.410117,CORP,Corporate Bonds,Issuer
68,2024-09-01,9,2024,Corporate Bonds_Non-Residents,10724.661507,CORP,Corporate Bonds,Non-Residents
56,2024-09-01,9,2024,Corporate Bonds_Retail Clients,2884.168017,CORP,Corporate Bonds,Retail Clients
104,2024-09-01,9,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
116,2024-09-01,9,2024,Other Domestic Bonds_Banks,29.1862,CORP,Other Domestic Bonds,Banks
128,2024-09-01,9,2024,Other Domestic Bonds_Institutional Clients,340.387665,CORP,Other Domestic Bonds,Institutional Clients
92,2024-09-01,9,2024,Other Domestic Bonds_Investment Dealers,30.1665,CORP,Other Domestic Bonds,Investment Dealers
164,2024-09-01,9,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
152,2024-09-01,9,2024,Other Domestic Bonds_Non-Residents,398.4865,CORP,Other Domestic Bonds,Non-Residents
140,2024-09-01,9,2024,Other Domestic Bonds_Retail Clients,11.0366,CORP,Other Domestic Bonds,Retail Clients
21,2024-10-01,10,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2482.4135,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
33,2024-10-01,10,2024,Corporate Bonds_Banks,1459.691831,CORP,Corporate Bonds,Banks
45,2024-10-01,10,2024,Corporate Bonds_Institutional Clients,49146.350361,CORP,Corporate Bonds,Institutional Clients
9,2024-10-01,10,2024,Corporate Bonds_Investment Dealers,3440.496307,CORP,Corporate Bonds,Investment Dealers
81,2024-10-01,10,2024,Corporate Bonds_Issuer,17.5,CORP,Corporate Bonds,Issuer
69,2024-10-01,10,2024,Corporate Bonds_Non-Residents,12518.413431,CORP,Corporate Bonds,Non-Residents
57,2024-10-01,10,2024,Corporate Bonds_Retail Clients,2994.487187,CORP,Corporate Bonds,Retail Clients
105,2024-10-01,10,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,35,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
117,2024-10-01,10,2024,Other Domestic Bonds_Banks,76.4315,CORP,Other Domestic Bonds,Banks
129,2024-10-01,10,2024,Other Domestic Bonds_Institutional Clients,798.401154,CORP,Other Domestic Bonds,Institutional Clients
93,2024-10-01,10,2024,Other Domestic Bonds_Investment Dealers,120.4385,CORP,Other Domestic Bonds,Investment Dealers
165,2024-10-01,10,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
153,2024-10-01,10,2024,Other Domestic Bonds_Non-Residents,373.441,CORP,Other Domestic Bonds,Non-Residents
141,2024-10-01,10,2024,Other Domestic Bonds_Retail Clients,19.254376,CORP,Other Domestic Bonds,Retail Clients
22,2024-11-01,11,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1598.6725,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
34,2024-11-01,11,2024,Corporate Bonds_Banks,1185.166849,CORP,Corporate Bonds,Banks
46,2024-11-01,11,2024,Corporate Bonds_Institutional Clients,38811.885039,CORP,Corporate Bonds,Institutional Clients
10,2024-11-01,11,2024,Corporate Bonds_Investment Dealers,2902.981567,CORP,Corporate Bonds,Investment Dealers
82,2024-11-01,11,2024,Corporate Bonds_Issuer,3,CORP,Corporate Bonds,Issuer
70,2024-11-01,11,2024,Corporate Bonds_Non-Residents,10732.430527,CORP,Corporate Bonds,Non-Residents
58,2024-11-01,11,2024,Corporate Bonds_Retail Clients,2711.477512,CORP,Corporate Bonds,Retail Clients
106,2024-11-01,11,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
118,2024-11-01,11,2024,Other Domestic Bonds_Banks,44.7555,CORP,Other Domestic Bonds,Banks
130,2024-11-01,11,2024,Other Domestic Bonds_Institutional Clients,419.915714,CORP,Other Domestic Bonds,Institutional Clients
94,2024-11-01,11,2024,Other Domestic Bonds_Investment Dealers,22.0998,CORP,Other Domestic Bonds,Investment Dealers
166,2024-11-01,11,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
154,2024-11-01,11,2024,Other Domestic Bonds_Non-Residents,199.341,CORP,Other Domestic Bonds,Non-Residents
142,2024-11-01,11,2024,Other Domestic Bonds_Retail Clients,5.054365,CORP,Other Domestic Bonds,Retail Clients
23,2024-12-01,12,2024,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,1474.75375,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
35,2024-12-01,12,2024,Corporate Bonds_Banks,824.473187,CORP,Corporate Bonds,Banks
47,2024-12-01,12,2024,Corporate Bonds_Institutional Clients,34158.926442,CORP,Corporate Bonds,Institutional Clients
11,2024-12-01,12,2024,Corporate Bonds_Investment Dealers,2266.690512,CORP,Corporate Bonds,Investment Dealers
83,2024-12-01,12,2024,Corporate Bonds_Issuer,0.012,CORP,Corporate Bonds,Issuer
71,2024-12-01,12,2024,Corporate Bonds_Non-Residents,8334.840059,CORP,Corporate Bonds,Non-Residents
59,2024-12-01,12,2024,Corporate Bonds_Retail Clients,2823.60069,CORP,Corporate Bonds,Retail Clients
107,2024-12-01,12,2024,Other Domestic Bonds_Anonymous Systems: IDBBs and ATSs,0,CORP,Other Domestic Bonds,Anonymous Systems: IDBBs and ATSs
119,2024-12-01,12,2024,Other Domestic Bonds_Banks,9.536,CORP,Other Domestic Bonds,Banks
131,2024-12-01,12,2024,Other Domestic Bonds_Institutional Clients,230.299911,CORP,Other Domestic Bonds,Institutional Clients
95,2024-12-01,12,2024,Other Domestic Bonds_Investment Dealers,15.7195,CORP,Other Domestic Bonds,Investment Dealers
167,2024-12-01,12,2024,Other Domestic Bonds_Issuer,0.0,CORP,Other Domestic Bonds,Issuer
155,2024-12-01,12,2024,Other Domestic Bonds_Non-Residents,77.932,CORP,Other Domestic Bonds,Non-Residents
143,2024-12-01,12,2024,Other Domestic Bonds_Retail Clients,37.7248,CORP,Other Domestic Bonds,Retail Clients
12,2025-01-01,1,2025,Corporate Bonds_Anonymous Systems: IDBBs and ATSs,2251.5415,CORP,Corporate Bonds,Anonymous Systems: IDBBs and ATSs
24,2025-01-01,1,2025,Corporate Bonds_Banks,1059.029676,CORP,Corporate Bonds,Banks
